x,y
-33.29169845581055,-8.85045051574707
-61.16714859008789,-91.86213684082031
41.273860931396484,15.384073257446289
-29.051895141601562,-97.09275817871094
-68.89683532714844,-45.02137756347656
28.462051391601562,48.55061721801758
-4.288512229919434,29.625444412231445
-58.26445007324219,-78.2445297241211
51.89883041381836,62.37156677246094
-36.98963928222656,-117.24592590332031
35.186153411865234,60.039188385009766
-50.573604583740234,-87.07258605957031
-79.00296020507812,-23.20043182373047
-64.02012634277344,-30.898256301879883
100.42384338378906,45.93495178222656
-55.61574935913086,-65.92942810058594
-25.29800033569336,-85.9389877319336
-42.10223388671875,-96.97940826416016
93.56670379638672,25.83641242980957
-68.26705932617188,-64.34335327148438
-28.677921295166016,-109.56156158447266
79.89598846435547,1.684201717376709
80.93653106689453,19.127607345581055
-32.84378433227539,7.845654487609863
108.19282531738281,79.9400405883789
-62.49775695800781,-53.58467483520508
37.231075286865234,41.136627197265625
14.139492988586426,-12.45754623413086
87.50387573242188,62.77842712402344
-56.856300354003906,-44.135406494140625
-25.247142791748047,-0.9280892610549927
-46.2533073425293,-76.41463470458984
20.831928253173828,16.873729705810547
-76.54883575439453,-54.959381103515625
81.95637512207031,-20.830036163330078
-49.09013748168945,-56.929256439208984
-56.258949279785156,-19.005451202392578
-43.6777229309082,-1.1193537712097168
6.67439603805542,17.392183303833008
78.92066955566406,54.01410675048828
30.24393653869629,-29.6055908203125
-38.19387435913086,-85.64469146728516
51.73516845703125,-18.00583839416504
-23.94575309753418,43.221317291259766
-61.10317611694336,11.435505867004395
57.00952911376953,-73.6878433227539
96.00991821289062,82.59712982177734
-19.4826717376709,12.5819730758667
43.7533073425293,52.11158752441406
-52.5111083984375,-30.654157638549805
-31.678916931152344,31.053680419921875
30.811927795410156,14.697369575500488
77.35115051269531,66.15834045410156
73.32662200927734,40.48712158203125
69.28583526611328,73.630615234375
-39.40909957885742,-18.756263732910156
432.8019104003906,-286.8752136230469
47.91317367553711,41.01936340332031
-8.501310348510742,20.449073791503906
-36.49552536010742,17.95578384399414
-429.8857727050781,322.5133972167969
18.17233657836914,-31.367279052734375
15.538516998291016,58.3037109375
-34.560123443603516,-71.97504425048828
87.95587158203125,47.64724349975586
2.2035880088806152,-3.032862424850464
48.65242385864258,-3.820950508117676
-73.0785903930664,-87.50883483886719
-41.7685546875,-44.66962432861328
100.26753997802734,69.32481384277344
-1.4371894598007202,11.305075645446777
-12.152466773986816,5.097095966339111
67.4812240600586,59.69175338745117
65.57770538330078,48.65338134765625
60.7293701171875,35.7741584777832
38.15058517456055,5.095714569091797
37.23021697998047,29.508995056152344
26.78376579284668,-15.904023170471191
-18.75201416015625,24.233266830444336
114.73924255371094,68.97557067871094
-14.03620433807373,-16.68830680847168
13.633706092834473,29.893444061279297
-68.2878189086914,-17.51044273376465
26.780994415283203,2.735257863998413
85.16783142089844,-24.204843521118164
55.436981201171875,10.35632038116455
97.66073608398438,58.19108581542969
65.01873779296875,-12.044024467468262
16.85742950439453,41.58114242553711
-53.62257766723633,-100.53679656982422
48.6823616027832,29.775426864624023
-7.135560035705566,41.11092758178711
-14.981647491455078,-11.082697868347168
55.66928482055664,49.829803466796875
-81.76252746582031,-45.13254928588867
-16.923107147216797,34.437950134277344
108.93324279785156,57.214988708496094
70.06300354003906,25.27132797241211
7.095638751983643,45.0704231262207
-74.20700073242188,-33.60301208496094
86.48644256591797,75.02078247070312
12.05427360534668,7.139527797698975
25.686222076416016,26.675668716430664
